CLINICALSIGNIFICANCE_ID,CLINICALSIGNIFICANCE_ACCESSION,CLINICALSIGNIFICANCE_VARIANTID,CLINICALSIGNIFICANCE_PATHOLOGYID,CLINICALSIGNIFICANCE_SIGNIFICANCEID,CLINICALSIGNIFICANCE_EVALUATED,CLINICALSIGNIFICANCE_REVIEWSTATUS,CLINICALSIGNIFICANCE_UPDATED
1423,RCV000713874,153733,207830,5,2018-06-29,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1424,RCV000500650,154204,201971,3,2016-08-09,"[criteria provided, single submitter]",2022-09-26
1425,RCV001507497,154204,207830,3,2020-07-14,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1426,RCV000500650,154205,201971,3,2016-08-09,"[criteria provided, single submitter]",2022-09-26
1427,RCV001507497,154205,207830,3,2020-07-14,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1428,RCV001147088,154210,94675,3,2018-01-12,"[criteria provided, single submitter]",2022-09-26
1429,RCV001819851,154210,201971,3,2020-10-19,"[criteria provided, single submitter]",2022-09-26
1430,RCV001147088,154211,94675,3,2018-01-12,"[criteria provided, single submitter]",2022-09-26
1431,RCV001819851,154211,201971,3,2020-10-19,"[criteria provided, single submitter]",2022-09-26
1432,RCV000242811,154213,203787,4,2019-03-28,"[criteria provided, single submitter]",2022-09-26
1433,RCV000628824,154213,624,4,2021-12-17,"[criteria provided, single submitter]",2022-09-26
1434,RCV001705384,154213,207830,4,2020-12-07,"[criteria provided, single submitter]",2022-09-26
1435,RCV000369346,154223,94675,5,2018-01-12,"[criteria provided, single submitter]",2022-09-26
1436,RCV001712130,154223,207830,5,2018-07-09,"[criteria provided, single submitter]",2022-09-26
1437,RCV000369346,154224,94675,5,2018-01-12,"[criteria provided, single submitter]",2022-09-26
1438,RCV001712130,154224,207830,5,2018-07-09,"[criteria provided, single submitter]",2022-09-26
1439,RCV000434810,154305,201971,5,2016-11-21,"[criteria provided, single submitter]",2022-09-26
1440,RCV002059762,154305,624,5,2021-12-18,"[criteria provided, single submitter]",2022-09-26
1441,RCV000424674,154327,201971,5,2016-10-03,"[criteria provided, single submitter]",2022-09-26
1442,RCV002062738,154327,624,5,2021-12-18,"[criteria provided, single submitter]",2022-09-26
1443,RCV000252205,154336,203787,4,2020-02-21,"[criteria provided, single submitter]",2022-09-26
1444,RCV000539064,154336,169844,2,2018-10-15,"[criteria provided, single submitter]",2022-09-26
1445,RCV000863069,154336,624,4,2021-10-21,"[criteria provided, single submitter]",2022-09-26
1446,RCV001575668,154336,207830,3,2021-10-01,"[criteria provided, single submitter]",2022-09-26
1447,RCV000152149,154523,201971,5,2017-11-29,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1448,RCV002056010,154523,207830,5,2021-11-27,"[criteria provided, single submitter]",2022-09-26
1449,RCV000152149,154524,201971,5,2017-11-29,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1450,RCV002056010,154524,207830,5,2021-11-27,"[criteria provided, single submitter]",2022-09-26
1451,RCV000152150,154539,201971,,2018-02-09,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1452,RCV000973626,154539,207830,5,2021-12-08,"[criteria provided, single submitter]",2022-09-26
1453,RCV000152150,154540,201971,,2018-02-09,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1454,RCV000973626,154540,207830,5,2021-12-08,"[criteria provided, single submitter]",2022-09-26
1455,RCV000244968,154598,201971,5,,"[criteria provided, single submitter]",2022-09-26
1456,RCV000726072,154598,207830,,2021-10-14,"[criteria provided, conflicting interpretations]",2022-09-26
1457,RCV000244968,154599,201971,5,,"[criteria provided, single submitter]",2022-09-26
1458,RCV000726072,154599,207830,,2021-10-14,"[criteria provided, conflicting interpretations]",2022-09-26
1459,RCV000230034,154605,624,5,2021-12-17,"[criteria provided, single submitter]",2022-09-26
1460,RCV000248402,154605,203787,5,2015-07-27,"[criteria provided, single submitter]",2022-09-26
1461,RCV000444753,154605,201971,5,2016-11-28,"[criteria provided, single submitter]",2022-09-26
1462,RCV000254317,154612,203787,5,2015-06-18,"[criteria provided, single submitter]",2022-09-26
1463,RCV000434502,154612,201971,5,2016-09-22,"[criteria provided, single submitter]",2022-09-26
1464,RCV001521902,154612,624,5,2021-12-18,"[criteria provided, single submitter]",2022-09-26
1465,RCV000620034,154619,203787,4,2016-07-11,"[criteria provided, single submitter]",2022-09-26
1466,RCV001437103,154619,624,4,2021-12-10,"[criteria provided, single submitter]",2022-09-26
1467,RCV001575610,154619,207830,4,2020-12-03,"[criteria provided, single submitter]",2022-09-26
1468,RCV000950597,154679,207830,5,2018-07-09,"[criteria provided, single submitter]",2022-09-26
1469,RCV002066270,154679,624,5,2021-09-14,"[criteria provided, single submitter]",2022-09-26
1470,RCV000253691,154698,203787,5,2015-05-15,"[criteria provided, single submitter]",2022-09-26
1471,RCV000441585,154698,201971,5,2017-06-26,"[criteria provided, single submitter]",2022-09-26
1472,RCV000470015,154698,624,5,2021-12-17,"[criteria provided, single submitter]",2022-09-26
1473,RCV001528755,154698,207830,4,,"[no assertion criteria provided]",2022-09-26
1474,RCV000251206,154704,203787,5,2015-03-11,"[criteria provided, single submitter]",2022-09-26
1475,RCV000427346,154704,201971,5,2016-09-09,"[criteria provided, single submitter]",2022-09-26
1476,RCV001520752,154704,624,5,2021-12-18,"[criteria provided, single submitter]",2022-09-26
1477,RCV002244724,154704,169844,5,2021-12-05,"[criteria provided, single submitter]",2022-09-26
1478,RCV000250205,154710,203787,5,2015-08-21,"[criteria provided, single submitter]",2022-09-26
1479,RCV000421352,154710,201971,5,2016-10-11,"[criteria provided, single submitter]",2022-09-26
1480,RCV000468749,154710,624,5,2021-12-18,"[criteria provided, single submitter]",2022-09-26
1481,RCV000427940,154716,201971,5,2016-11-10,"[criteria provided, single submitter]",2022-09-26
1482,RCV002063407,154716,624,5,2021-12-18,"[criteria provided, single submitter]",2022-09-26
1483,RCV000036833,154990,201971,5,2017-05-09,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1484,RCV002054614,154990,207830,5,2021-12-18,"[criteria provided, single submitter]",2022-09-26
1485,RCV000036833,154991,201971,5,2017-05-09,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1486,RCV002054614,154991,207830,5,2021-12-18,"[criteria provided, single submitter]",2022-09-26
1487,RCV000217679,154994,201971,5,2012-04-30,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1488,RCV000905230,154994,207830,5,2021-10-14,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1489,RCV000217679,154995,201971,5,2012-04-30,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1490,RCV000905230,154995,207830,5,2021-10-14,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1491,RCV000436188,155169,201971,5,2016-09-27,"[criteria provided, single submitter]",2022-09-26
1492,RCV002062643,155169,624,5,2021-12-18,"[criteria provided, single submitter]",2022-09-26
1493,RCV002244897,155169,169844,5,2021-12-05,"[criteria provided, single submitter]",2022-09-26
1494,RCV000436188,155170,201971,5,2016-09-27,"[criteria provided, single submitter]",2022-09-26
1495,RCV002062643,155170,624,5,2021-12-18,"[criteria provided, single submitter]",2022-09-26
1496,RCV002244897,155170,169844,5,2021-12-05,"[criteria provided, single submitter]",2022-09-26
1497,RCV000616321,155178,201971,4,2018-01-03,"[criteria provided, single submitter]",2022-09-26
1498,RCV002064250,155178,624,5,2021-11-30,"[criteria provided, single submitter]",2022-09-26
1499,RCV000616321,155179,201971,4,2018-01-03,"[criteria provided, single submitter]",2022-09-26
1500,RCV002064250,155179,624,5,2021-11-30,"[criteria provided, single submitter]",2022-09-26
1501,RCV000152153,155180,201971,,2015-07-17,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1502,RCV000973056,155180,207830,,2021-12-09,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1503,RCV000152153,155181,201971,,2015-07-17,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1504,RCV000973056,155181,207830,,2021-12-09,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1505,RCV000152151,155189,201971,4,2012-04-30,"[criteria provided, single submitter]",2022-09-26
1506,RCV000890423,155189,207830,,2021-11-02,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1507,RCV001001688,155189,100357,5,2018-09-14,"[criteria provided, single submitter]",2022-09-26
1508,RCV000152151,155190,201971,4,2012-04-30,"[criteria provided, single submitter]",2022-09-26
1509,RCV000890423,155190,207830,,2021-11-02,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1510,RCV001001688,155190,100357,5,2018-09-14,"[criteria provided, single submitter]",2022-09-26
1511,RCV000470631,155191,624,5,2021-12-12,"[criteria provided, single submitter]",2022-09-26
1512,RCV000619845,155191,203787,4,2017-03-20,"[criteria provided, single submitter]",2022-09-26
1513,RCV001528345,155191,207830,4,2021-01-11,"[criteria provided, single submitter]",2022-09-26
1514,RCV000470631,155192,624,5,2021-12-12,"[criteria provided, single submitter]",2022-09-26
1515,RCV000619845,155192,203787,4,2017-03-20,"[criteria provided, single submitter]",2022-09-26
1516,RCV001528345,155192,207830,4,2021-01-11,"[criteria provided, single submitter]",2022-09-26
1517,RCV000221957,155199,201971,5,2012-04-30,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1518,RCV000905231,155199,207830,5,2021-10-14,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1519,RCV000221957,155200,201971,5,2012-04-30,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1520,RCV000905231,155200,207830,5,2021-10-14,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1521,RCV000036834,155577,201971,5,2012-04-30,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1522,RCV000840104,155577,207830,5,2021-12-03,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1523,RCV000036834,155578,201971,5,2012-04-30,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1524,RCV000840104,155578,207830,5,2021-12-03,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1525,RCV000215732,155687,201971,5,2012-04-30,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1526,RCV000905232,155687,207830,5,2021-10-14,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1527,RCV000215732,155688,201971,5,2012-04-30,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1528,RCV000905232,155688,207830,5,2021-10-14,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1529,RCV000459682,156967,207830,4,2016-12-28,"[criteria provided, single submitter]",2022-09-26
1530,RCV001399624,156967,624,4,2020-04-20,"[criteria provided, single submitter]",2022-09-26
1531,RCV000247540,156975,203787,4,2016-09-07,"[criteria provided, single submitter]",2022-09-26
1532,RCV000842503,156975,207830,4,2020-04-01,"[criteria provided, single submitter]",2022-09-26
1533,RCV001398752,156975,624,4,2021-11-22,"[criteria provided, single submitter]",2022-09-26
1534,RCV000232771,156982,624,5,2021-12-15,"[criteria provided, single submitter]",2022-09-26
1535,RCV000605549,156982,201971,5,2017-08-14,"[criteria provided, single submitter]",2022-09-26
1536,RCV000621481,156982,203787,5,2015-08-26,"[criteria provided, single submitter]",2022-09-26
1537,RCV000247634,156990,203787,5,2015-03-11,"[criteria provided, single submitter]",2022-09-26
1538,RCV000428455,156990,201971,5,2016-09-23,"[criteria provided, single submitter]",2022-09-26
1539,RCV001521002,156990,624,5,2021-12-18,"[criteria provided, single submitter]",2022-09-26
1540,RCV000618377,156997,203787,3,2019-04-25,"[criteria provided, single submitter]",2022-09-26
1541,RCV001053449,156997,624,3,2021-08-20,"[criteria provided, single submitter]",2022-09-26
1542,RCV001774831,157002,207830,3,2021-08-01,"[criteria provided, single submitter]",2022-09-26
1543,RCV001868686,157002,624,3,2021-11-08,"[criteria provided, single submitter]",2022-09-26
1544,RCV000429582,157008,201971,4,2018-03-14,"[criteria provided, single submitter]",2022-09-26
1545,RCV000460933,157008,624,5,2021-12-13,"[criteria provided, single submitter]",2022-09-26
1546,RCV000619558,157008,203787,4,2016-11-03,"[criteria provided, single submitter]",2022-09-26
1547,RCV001528577,157008,207830,4,,"[no assertion criteria provided]",2022-09-26
1548,RCV000418208,157281,201971,5,2016-09-23,"[criteria provided, single submitter]",2022-09-26
1549,RCV002058932,157281,624,5,2021-12-18,"[criteria provided, single submitter]",2022-09-26
1550,RCV000247798,157285,203787,5,2015-11-20,"[criteria provided, single submitter]",2022-09-26
1551,RCV000469152,157285,624,5,2021-12-01,"[criteria provided, single submitter]",2022-09-26
1552,RCV001722379,157285,207830,5,2019-03-07,"[criteria provided, single submitter]",2022-09-26
1553,RCV000539623,157295,624,4,2021-12-18,"[criteria provided, single submitter]",2022-09-26
1554,RCV000619876,157295,203787,4,2017-01-04,"[criteria provided, single submitter]",2022-09-26
1555,RCV001528965,157295,207830,4,2020-09-29,"[criteria provided, single submitter]",2022-09-26
1556,RCV000445084,159080,201971,5,2016-09-26,"[criteria provided, single submitter]",2022-09-26
1557,RCV002058931,159080,624,5,2021-12-18,"[criteria provided, single submitter]",2022-09-26
1558,RCV002244904,159080,169844,5,2021-12-05,"[criteria provided, single submitter]",2022-09-26
1559,RCV000437584,159086,201971,5,2016-10-17,"[criteria provided, single submitter]",2022-09-26
1560,RCV002062736,159086,624,5,2021-12-18,"[criteria provided, single submitter]",2022-09-26
1561,RCV000608047,159107,201971,4,2017-10-06,"[criteria provided, single submitter]",2022-09-26
1562,RCV002064103,159107,624,4,2021-10-05,"[criteria provided, single submitter]",2022-09-26
1563,RCV000603806,159112,201971,4,2017-08-09,"[criteria provided, single submitter]",2022-09-26
1564,RCV002063996,159112,624,4,2021-09-25,"[criteria provided, single submitter]",2022-09-26
1565,RCV000471064,159693,624,5,2021-12-12,"[criteria provided, single submitter]",2022-09-26
1566,RCV001698309,159693,207830,5,2018-11-12,"[criteria provided, single submitter]",2022-09-26
1567,RCV000440998,159771,201971,5,2016-10-19,"[criteria provided, single submitter]",2022-09-26
1568,RCV000461588,159771,624,5,2021-12-18,"[criteria provided, single submitter]",2022-09-26
1569,RCV000620550,159771,203787,5,2015-06-25,"[criteria provided, single submitter]",2022-09-26
1570,RCV000465247,159776,624,4,2021-11-24,"[criteria provided, single submitter]",2022-09-26
1571,RCV000619416,159776,203787,4,2018-11-01,"[criteria provided, single submitter]",2022-09-26
1572,RCV001696850,159776,207830,4,2021-01-22,"[criteria provided, single submitter]",2022-09-26
1573,RCV000246463,159783,203787,4,2013-07-17,"[criteria provided, single submitter]",2022-09-26
1574,RCV000466871,159783,624,5,2021-11-20,"[criteria provided, single submitter]",2022-09-26
1575,RCV001722371,159783,207830,4,2020-03-06,"[criteria provided, single submitter]",2022-09-26
1576,RCV000434254,160097,201971,4,2017-11-06,"[criteria provided, single submitter]",2022-09-26
1577,RCV002063339,160097,624,5,2021-12-12,"[criteria provided, single submitter]",2022-09-26
1578,RCV000612877,160253,201971,5,2017-08-02,"[criteria provided, single submitter]",2022-09-26
1579,RCV002063184,160253,624,5,2021-11-07,"[criteria provided, single submitter]",2022-09-26
1580,RCV000428772,160280,201971,5,2016-10-04,"[criteria provided, single submitter]",2022-09-26
1581,RCV001528632,160280,207830,4,,"[no assertion criteria provided]",2022-09-26
1582,RCV002058934,160280,624,5,2021-12-18,"[criteria provided, single submitter]",2022-09-26
1583,RCV000245229,160286,203787,5,2015-06-18,"[criteria provided, single submitter]",2022-09-26
1584,RCV000442146,160286,201971,5,2016-09-23,"[criteria provided, single submitter]",2022-09-26
1585,RCV001521741,160286,624,5,2021-12-18,"[criteria provided, single submitter]",2022-09-26
1586,RCV000250227,160355,203787,5,2015-03-11,"[criteria provided, single submitter]",2022-09-26
1587,RCV000445075,160355,201971,5,2016-09-23,"[criteria provided, single submitter]",2022-09-26
